timestamp_iso,task,language,language_version,algo,dataset_file,distribution,n,warmup_runs,rep_idx,time_ms,ok
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,17,0.157,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,18,0.155,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,19,0.168,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,20,0.218,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,21,0.206,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,22,0.159,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,23,0.148,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,24,0.148,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,25,0.149,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,26,0.148,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,27,0.146,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,28,0.154,true
2026-01-04T14:09:31,sort,csharp,8.0.22,builtin,../datasets/ints/random_n1000_seed1.bin,random,1000,5,29,0.147,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,0,0.227,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,1,0.187,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,2,0.165,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,3,0.170,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,4,0.166,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,5,0.159,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,6,0.159,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,7,0.158,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,8,0.156,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,9,0.155,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,10,0.159,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,11,0.196,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,12,0.159,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,13,0.173,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,14,0.178,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,15,0.209,true
2026-01-04T14:09:31,sort,js,v22.21.1,builtin,datasets/ints/random_n1000_seed1.bin,random,1000,5,16,0.181,true
